,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,simulation_17,simulation_18,simulation_19,simulation_20
1975-03-01,1.236608962564678,1.0129873662264348,0.5440278189519316,0.2555466938548108,0.340046496802985,0.8318899906720438,0.9818704282152925,0.8531083957884709,0.440947822620849,0.5097163855276982,0.2705759316710514,0.47000286371357325,1.0671591809713523,0.40869313013259084,0.9915156328928003,0.9085121031767462,1.1603393634133337,0.7103070085020025,0.6959360261679743,0.6764402249184815
1975-03-02,0.8842820165398391,0.7449616710021305,0.39530341160403004,0.16045272551737508,0.26710139761642093,0.7327813399765662,0.7813476344922943,0.6091189616627554,0.3086681014783876,0.4046135166183594,0.19219677530640816,0.32850381138650997,0.8098504602004002,0.27444062246461165,0.8798592009048981,0.6707330068259942,0.8486574918255123,0.5774433856606725,0.5516698993277344,0.4872056970953782
1975-03-03,1.7880167504791176,1.4479012022687971,0.8663593683466206,0.3442207213944156,0.6315707785738596,1.2522804562068677,1.3631295257567855,1.262898045355831,0.3101009223840092,0.41712745759097797,0.44292327920447294,0.7146931617983724,1.5533871620391353,0.5485002883714354,1.5482133622960088,1.4256256878407845,1.818424021469915,0.5661843320063058,1.0238157406125052,1.0724273655012164
1975-03-04,0.8533495062021845,0.7342861100822369,0.3892824350304407,0.13347047620041813,0.27257004790455414,0.8415095900165879,0.816957438890018,0.5846885498057097,0.24707034189991828,0.32519511709574744,0.18717114427581275,0.3179512288626968,0.8174036949315238,0.24480410580040884,1.048924399483998,0.6762153594321043,0.8166504266969172,0.46712771125305824,0.5932219353306523,0.48307202906586477
1975-03-05,1.2792286855448118,1.0648668689485503,0.5861352334993855,0.2338168039177037,0.37973074813437846,0.9407317243768265,0.9926197065094282,0.8907382644521885,0.3892247782255104,0.5497892040642917,0.29065950326723156,0.4884617422476202,1.1482765755098505,0.41633774903261345,1.1618642221068387,0.9819197132383286,1.207200829818731,0.6845551398720922,0.7283002760262285,0.7260203472517397
1975-03-06,0.9301113528045762,0.7970707984439667,0.42777823025650363,0.1443161667379914,0.29387864868625063,0.7509276533006094,0.7432539309435601,0.6410828354889758,0.26699485376042986,0.36662558184084915,0.20622193962761962,0.3441127272917236,0.883194968096017,0.2760338217465269,0.9215786340561984,0.7360837599541828,0.8900742790448026,0.5336285800901226,0.5422413876607699,0.5285251237153099
1975-03-07,0.7084289376652075,0.6252349906423256,0.32315305900659735,0.09191192922568409,0.22780827361760286,0.5523357542610856,0.5287097857123284,0.48214330213364526,0.1928688129689517,0.2545840290985172,0.1524119678149591,0.25266883390477446,0.70633464810065,0.18947239872686572,0.6772944297351233,0.5766648239992392,0.6805941888804297,0.38970315745487744,0.38383287547040984,0.4018262623935177
1975-03-08,2.409533243724802,1.9460563635378563,1.2302533903968906,0.47636001866622485,0.8576522156877526,1.5368950868577111,1.69074777586878,1.7474890133599255,0.8549174070702621,1.1440335091817588,0.6301679894586742,1.0190913013588299,2.1214658029362803,0.8047820728432391,1.9889181378569853,1.9107014043010873,2.4614669322089258,1.288630712759794,1.3366940408086432,1.4783828308140907
1975-03-09,0.8326255074077071,0.7372921145218854,0.391861051309062,0.10689739991973309,0.2810875678684054,0.8878855536563448,0.8126659547147872,0.5686781929493032,0.24177458560969436,0.31318883166680295,0.18476655046443183,0.3127508999357582,0.840015054071978,0.22061574430309625,1.1424878355936414,0.6889190964851409,0.7968882249910696,0.6256727897820233,0.613173368883156,0.48515980579388635
1975-03-10,2.2109609280444507,1.8039445312920712,1.123374746193561,0.4273997755054316,0.8126017966757595,1.519077635560628,1.5801071725191325,1.5934885859911212,0.7710511910256947,1.0574747217708012,0.5853682181372462,0.9266108962049633,1.945686992099052,0.7423500916761219,1.958069863168149,1.8111093257058242,2.2279122543680456,1.2341078668085166,1.2525083921218345,1.3854661591419355
1975-03-11,0.8592659743298209,0.7688200436742718,0.40858732989918367,0.10689854128979842,0.3002966964205111,0.8748320272605234,0.7695609136543797,0.5856783982702111,0.25763092203057764,0.3281492908192916,0.19416707811736306,0.3281875860080392,0.8748726185401385,0.22250435348291547,1.1198010115371724,0.7285744903019998,0.8191669274438047,0.6180705189383313,0.5872365097810386,0.511628394371621
1975-03-12,0.7848098350447783,0.7087064345386819,0.37051718131346456,0.09694587248870518,0.2676998213284351,0.604353383400809,0.5322971129151287,0.5344812104971101,0.2372744413009523,0.2988047091039073,0.17791918977693516,0.2971792929847695,0.8016105334613652,0.20237760784412773,0.7635001792637581,0.6704274386318314,0.7445716099235685,0.44559212407725046,0.40472277971617243,0.4683223368893757
1975-03-13,0.7314974925897011,0.6648106038840909,0.3447276679279269,0.09178921781928494,0.24616855028090076,0.48641751859088467,0.4503190709856689,0.49875660592260984,0.223850133566659,0.2805877523736671,0.1671194843629222,0.2753375847056006,0.7455522773285405,0.19093705083578977,0.5968787534443071,0.6277491869027644,0.6939532290440859,0.3850863791507437,0.34350441649929875,0.4375853274783987
1975-03-14,1.0613354266804222,0.918693618088078,0.5269514497518296,0.17359489452576454,0.3986098294866314,0.6726067003295538,0.671022626984215,0.7474056587406128,0.3513609077927537,0.45471433022713614,0.2720223129024196,0.4282160958019928,1.000534562087246,0.32389452856476253,0.8030021556297675,0.938571635385685,1.049486570641403,0.5604341265701104,0.5383044422856262,0.6735859454275289
1975-03-15,0.9194651609388118,0.8098191667095891,0.4491942328153291,0.14202309432520158,0.35288099813272045,0.6599366063470331,0.6319641561720913,0.6391897736614771,0.29749941584921014,0.37761849644371115,0.23301922587313653,0.3637498533691576,0.8775200601928688,0.2696730298883634,0.7645370411058712,0.8418897409341666,0.9014022411720392,0.5246117476876372,0.5053715242067222,0.5893082730947572
1975-03-16,1.1440025583168807,0.9862104337285249,0.5930389558889744,0.20312774180362497,0.44431567553621887,0.8007864586093466,0.7827289452968937,0.8235044569441546,0.4102744267506133,0.5208423397823977,0.3074726752881961,0.4874184340134873,1.0764162984708983,0.3696046088074276,0.946385376360962,0.9928157527301612,1.1556078094976678,0.6708332970151922,0.6488193953070569,0.7337949492594131
1975-03-17,1.3019794859977172,1.1119327472427254,0.674881139149331,0.24332546573654665,0.5108597511144741,0.9554571233760393,0.9410783314036961,0.9407870102777737,0.4668536224487372,0.611736267933586,0.3555101567984338,0.5581959437487602,1.200825142402746,0.4383201698915156,1.1537570172321807,1.1416982146361918,1.3102153753452377,0.8000187541450557,0.7763249233211846,0.8451063489358728
