,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,mean,min,max
1975-03-09,0.3047407570904253,0.26939932952195084,0.1747287182265395,0.33517207987560405,0.36762608467150665,0.17639542353024465,0.172481885685385,0.21055752686382728,0.11574046425000797,0.1554519441257787,0.1309959728431258,0.17477620461690657,0.22641356850158115,0.23409148832182938,0.09365368890963706,0.12551594655916992,0.204233817724595,0.09365368890963706,0.36762608467150665
1975-03-10,0.30338527447006863,0.2851798633510155,0.1719536073458076,0.32471827809890624,0.38878710563758495,0.16663518775040032,0.17298008194880413,0.20703398852111185,0.16088858699868014,0.15463214274555537,0.13920149205662585,0.1722844740850183,0.22547542494264572,0.24837326386405467,0.07908331292521456,0.16274053655870466,0.21020953883126237,0.07908331292521456,0.38878710563758495
1975-03-11,0.2990418631703918,0.26855248607467436,0.16988443571505696,0.3155333333575424,0.37414338370653716,0.15896073942538838,0.17103821185175025,0.19357554595550897,0.15776730155695717,0.15480844914006894,0.13729816376871004,0.15919033931639823,0.2235105441946161,0.24401525781692435,0.06831433483030935,0.13857501031529393,0.202138087512258,0.06831433483030935,0.37414338370653716
1975-03-12,0.2947237442366876,0.2617081695457404,0.16819074033730322,0.30706130386765806,0.35840684015300384,0.15288941068649278,0.16928684538986924,0.17685561997350444,0.1342769647341179,0.1533192632747507,0.13039119409998276,0.1448705053024564,0.22134842280904063,0.23419078095116985,0.06034713380184022,0.12672045724875686,0.19341171227577345,0.06034713380184022,0.35840684015300384
1975-03-13,0.291001127687716,0.2587654065702286,0.16670057918454978,0.299451055433451,0.34983307050899665,0.1480505780753109,0.1679246360761144,0.16300746201640956,0.12144698288257845,0.15240868028563662,0.1283063222121449,0.13335201931883045,0.21950962993148543,0.2295772641392254,0.05444501642481711,0.1237337279717137,0.18796959741995056,0.05444501642481711,0.34983307050899665
1975-03-14,0.5365507090008284,0.7757244742844309,0.43862368021648585,0.33828214421490904,0.7142566319379943,0.2385466844503635,0.3406747483177608,0.32513072956223443,0.6061161121306764,0.4476037763233761,0.6426817152819876,0.26043347972497755,0.2613290133338408,0.3914258381648962,0.22384637671728486,0.7168889380390782,0.45363219073132033,0.22384637671728486,0.7757244742844309
1975-03-15,0.5765014642283842,0.7296819777459909,0.5300890042761802,0.3745386570481246,0.7382981649715166,0.35028638633658804,0.40127577193355635,0.43492699065404217,0.7881179147468222,0.6032034489755425,0.8106054265412806,0.38690056738961837,0.32450261800329955,0.40844683013783234,0.43108694373818235,0.7611060599978176,0.5405980141702986,0.32450261800329955,0.8106054265412806
1975-03-16,1.0467881315807341,1.8009489389022986,1.122958403032744,0.5270611543395747,1.3918016786600327,0.766558922663133,0.826703857806913,0.8756510594963766,1.8348338846781194,1.5793831512491925,2.234778120413868,0.8745843531584243,0.7507730983024897,0.6873827938399839,1.2003582887043343,2.0304945093994777,1.221941271639231,0.5270611543395747,2.234778120413868
1975-03-17,1.2224993854516528,1.8629392649121512,1.4485858499628312,0.6953951372599833,1.5709220164271631,1.072638535592787,0.9911202981093812,1.2135526459018613,2.3029840294236115,1.786268162001515,2.4657073853731784,1.2484433041188354,0.9139985515025655,0.778739023467917,1.7114274453862266,2.258041909624244,1.4714539340322443,0.6953951372599833,2.4657073853731784
1975-03-18,0.7073618043681311,0.4141593334752813,0.8580257618648826,0.6411347162847172,0.8288754832997568,0.8637742261151542,0.5205823800571138,1.0198295634608365,1.2911468772383765,0.5387264512347901,0.6543093483288197,1.0176215995845939,0.4623998034377904,0.4705887439216696,1.2743830573630195,0.5910100424150054,0.7596205745281213,0.4141593334752813,1.2911468772383765
1975-03-19,0.5065607933381775,0.33264740442472296,0.5489592772172447,0.5941611496031761,0.5952813782382386,0.7031354332701887,0.3366470987881293,0.8645084639725333,0.7695190746384364,0.26479044462669,0.26769730785111595,0.8354003881463881,0.32938063821646596,0.3705775765614414,0.9522416232970154,0.245254221509664,0.5322976421062267,0.245254221509664,0.9522416232970154
